Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2173791,"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,5,6,4.0E-4,9606,Homo sapiens,"15611;21803","","R-HSA-2160931;R-HSA-2160932;R-HSA-2134532;R-HSA-2160935;R-HSA-2134519"
R-HSA-196780,"Biotin transport and metabolism",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,10,13,8.666666666666666E-4,9606,Homo sapiens,"16384;15956","","R-HSA-199219;R-HSA-3323111;R-HSA-2993802;R-HSA-3076905;R-HSA-4167511;R-HSA-3065959;R-HSA-2993799;R-HSA-2993447;R-HSA-4167509;R-HSA-2993814"
R-HSA-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,3,6,4.0E-4,9606,Homo sapiens,"34146;87998;1387","","R-HSA-2161948;R-HSA-2161964;R-HSA-2161999"
R-HSA-5676934,"Protein repair",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,3,7,4.6666666666666666E-4,9606,Homo sapiens,"31882;70979","","R-HSA-5676966;R-HSA-5687520;R-HSA-5676940"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"28661;174634","","R-HSA-450431"
R-HSA-9701898,"STAT3 nuclear events downstream of ALK signaling",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,2,11,7.333333333333333E-4,9606,Homo sapiens,"15366;3561","","R-HSA-9701556;R-HSA-9701565"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",2,19,0.001215611004478567,0.5770235054568282,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"28661;174634","","R-HSA-450488"
R-HSA-4615885,"SUMOylation of DNA replication proteins",5,50,0.003198976327575176,0.577034367428295,0.8494797315565096,3,8,5.333333333333334E-4,9606,Homo sapiens,"17981;32365;32354;17759;32635","","R-HSA-4615910;R-HSA-5228525;R-HSA-4655355"
R-HSA-159230,"Transport of the SLBP Dependant Mature mRNA",4,40,0.0025591810620601407,0.5821383009984917,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-77587;R-HSA-159046;R-HSA-159050"
R-HSA-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",4,40,0.0025591810620601407,0.5821383009984917,0.8494797315565096,1,5,3.333333333333333E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-170796"
R-HSA-4090294,"SUMOylation of intracellular receptors",4,40,0.0025591810620601407,0.5821383009984917,0.8494797315565096,1,25,0.0016666666666666668,9606,Homo sapiens,"16827;27584;17650;16973;2869","","R-HSA-4341025"
R-HSA-4086398,"Ca2+ pathway",8,81,0.005182341650671785,0.583234294703918,0.8494797315565096,17,27,0.0018,9606,Homo sapiens,"16440;25858;32111;32980;71012;12387;16628;18019","","R-HSA-8944362;R-HSA-4411365;R-HSA-4086392;R-HSA-4086393;R-HSA-4411402;R-HSA-4551465;R-HSA-169680;R-HSA-4411383;R-HSA-4420052;R-HSA-398193;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585;R-HSA-4551451;R-HSA-398040"
R-HSA-8848021,"Signaling by PTK6",7,71,0.00454254638515675,0.5859261441858437,0.8494797315565096,7,53,0.003533333333333333,9606,Homo sapiens,"104011;16827;27584;17650;87986;18183;43580;16973;2869","","R-HSA-8848758;R-HSA-8848005;R-HSA-8848804;R-HSA-8856930;R-HSA-8848751;R-HSA-8847995;R-HSA-9634702"
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",7,71,0.00454254638515675,0.5859261441858437,0.8494797315565096,7,53,0.003533333333333333,9606,Homo sapiens,"104011;16827;27584;17650;87986;18183;43580;16973;2869","","R-HSA-8848758;R-HSA-8848005;R-HSA-8848804;R-HSA-8856930;R-HSA-8848751;R-HSA-8847995;R-HSA-9634702"
R-HSA-8963898,"Plasma lipoprotein assembly",3,30,0.0019193857965451055,0.5902310579971264,0.8494797315565096,14,19,0.0012666666666666666,9606,Homo sapiens,"17351;16113;15940","","R-HSA-5682103;R-HSA-5682101;R-HSA-174660;R-HSA-8866304;R-HSA-216723;R-HSA-8866327;R-HSA-5682084;R-HSA-216727;R-HSA-216757;R-HSA-8866321;R-HSA-216756;R-HSA-174741;R-HSA-174587;R-HSA-349657"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",8,82,0.005246321177223289,0.5968886392043649,0.8494797315565096,10,29,0.0019333333333333333,9606,Homo sapiens,"16827;33442;27584;17650;176466;16469;15676;16973;2869","","R-HSA-8939688;R-HSA-8939801;R-HSA-8939706;R-HSA-8939900;R-HSA-9009085;R-HSA-9007759;R-HSA-9008110;R-HSA-8940032;R-HSA-9009362;R-HSA-9007686"
R-HSA-211981,"Xenobiotics",7,72,0.004606525911708253,0.6004587842091322,0.8494797315565096,21,22,0.0014666666666666667,9606,Homo sapiens,"25858;15882;16474;27732;16716;17347;46195","","R-HSA-76416;R-HSA-76354;R-HSA-76453;R-HSA-211910;R-HSA-212005;R-HSA-212004;R-HSA-211882;R-HSA-76456;R-HSA-211881;R-HSA-76426;R-HSA-76397;R-HSA-143468;R-HSA-211948;R-HSA-213175;R-HSA-211991;R-HSA-76373;R-HSA-211988;R-HSA-76472;R-HSA-211929;R-HSA-76475;R-HSA-211966"
R-HSA-9645135,"STAT5 Activation",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"28320","","R-HSA-9645137;R-HSA-9645126;R-HSA-9645134"
R-HSA-3656244,"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"18295","","R-HSA-3656230;R-HSA-9035949;R-HSA-9035950"
R-HSA-140180,"COX reactions",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"27647","","R-HSA-140355;R-HSA-140359"
R-HSA-350864,"Regulation of thyroid hormone activity",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"18332","","R-HSA-350869;R-HSA-209772"
R-HSA-629587,"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"15355","","R-HSA-622325;R-HSA-629588"
R-HSA-3656225,"Defective CHST6 causes MCDC1",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"18295","","R-HSA-3656269"
R-HSA-3656243,"Defective ST3GAL3 causes MCT12 and EIEE15",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"18295","","R-HSA-3656258"
R-HSA-6806664,"Metabolism of vitamin K",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,3,4,2.666666666666667E-4,9606,Homo sapiens,"78277","","R-HSA-6806647;R-HSA-6806674;R-HSA-159790"
R-HSA-8866423,"VLDL assembly",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,3,5,3.333333333333333E-4,9606,Homo sapiens,"16113","","R-HSA-8866327;R-HSA-8866321;R-HSA-8866304"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,4,2.666666666666667E-4,9606,Homo sapiens,"16070","","R-HSA-8877879;R-HSA-8877884"
R-HSA-2142696,"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"1387;87998","","R-HSA-2161794"
R-HSA-3359469,"Defective MTR causes HMAG",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"28115","","R-HSA-3322140"
R-HSA-1483152,"Hydrolysis of LPE",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"16000","","R-HSA-1483107"
R-HSA-9818749,"Regulation of NFE2L2 gene expression",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,7,4.6666666666666666E-4,9606,Homo sapiens,"1387","","R-HSA-9796080;R-HSA-9796060"
R-HSA-9662001,"Defective factor VIII causes hemophilia A",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,2,8,5.333333333333334E-4,9606,Homo sapiens,"15714","","R-HSA-9665809;R-HSA-9666383"
R-HSA-199920,"CREB phosphorylation",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"17164","","R-HSA-199917"
R-HSA-210746,"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"16540","","R-HSA-210920"
R-HSA-8964572,"Lipid particle organization",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"29016","","R-HSA-8857686"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"43580","","R-HSA-9634702"
R-HSA-8869496,"TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,7,4.6666666666666666E-4,9606,Homo sapiens,"15367","","R-HSA-8869568"
R-HSA-447043,"Neurofascin interactions",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,7,4.6666666666666666E-4,9606,Homo sapiens,"15854","","R-HSA-437243"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",1,9,5.758157389635317E-4,0.6007289006081085,0.8494797315565096,1,9,6.0E-4,9606,Homo sapiens,"16015;28689","","R-HSA-159783"
R-HSA-180746,"Nuclear import of Rev protein",4,41,0.0026231605886116445,0.6014169839473007,0.8494797315565096,2,7,4.6666666666666666E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-180710;R-HSA-180732"
R-HSA-9603798,"Class I peroxisomal membrane protein import",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"15487;16643","","R-HSA-9603797;R-HSA-9603784;R-HSA-9603801;R-HSA-9603775;R-HSA-9603791;R-HSA-9603804"
R-HSA-2142816,"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16474;34306","","R-HSA-2161795;R-HSA-2161940;R-HSA-2161814"
R-HSA-169893,"Prolonged ERK activation events",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,11,19,0.0012666666666666666,9606,Homo sapiens,"16581","","R-HSA-170978;R-HSA-170979;R-HSA-169891;R-HSA-169904;R-HSA-170977;R-HSA-169905;R-HSA-169895;R-HSA-170964;R-HSA-9612980;R-HSA-170975;R-HSA-169901"
R-HSA-399997,"Acetylcholine regulates insulin secretion",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,4,7,4.6666666666666666E-4,9606,Homo sapiens,"32980;15355","","R-HSA-400023;R-HSA-399998;R-HSA-400012;R-HSA-399995"
R-HSA-209931,"Serotonin and melatonin biosynthesis",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,2,4,2.666666666666667E-4,9606,Homo sapiens,"17697;16796","","R-HSA-209792;R-HSA-209821"
R-HSA-2187335,"The retinoid cycle in cones (daylight vision)",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,5,13,8.666666666666666E-4,9606,Homo sapiens,"17336;17898","","R-HSA-2466085;R-HSA-2465940;R-HSA-2465926;R-HSA-2465971;R-HSA-2465938"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"1387;89963","","R-HSA-1980047"
R-HSA-427601,"Multifunctional anion exchangers",2,20,0.0012795905310300703,0.6048010469200638,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"422;15940","","R-HSA-8876312"
R-HSA-73929,"Base-Excision Repair, AP Site Formation",6,62,0.003966730646193218,0.6051056642315606,0.8494797315565096,11,64,0.004266666666666667,9606,Homo sapiens,"16708;17368;38635;17821;15901;17568","","R-HSA-110227;R-HSA-110231;R-HSA-110215;R-HSA-110246;R-HSA-110248;R-HSA-110232;R-HSA-110219;R-HSA-110251;R-HSA-110218;R-HSA-5649658;R-HSA-110221"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",5,52,0.003326935380678183,0.6113521867826375,0.8494797315565096,7,44,0.0029333333333333334,9606,Homo sapiens,"30531;1387;17254;15940;15367","","R-HSA-8864999;R-HSA-8869590;R-HSA-8864307;R-HSA-8865265;R-HSA-8865280;R-HSA-8869568;R-HSA-8865256"
R-HSA-1266695,"Interleukin-7 signaling",3,31,0.001983365323096609,0.6122441087825596,0.8494797315565096,12,26,0.0017333333333333333,9606,Homo sapiens,"27374;16196;3561;2904","","R-HSA-449958;R-HSA-451895;R-HSA-8983003;R-HSA-1295540;R-HSA-9025969;R-HSA-6785165;R-HSA-8983011;R-HSA-1295519;R-HSA-449978;R-HSA-8983063;R-HSA-1295516;R-HSA-1266684"
R-HSA-2474795,"Diseases associated with visual transduction",3,31,0.001983365323096609,0.6122441087825596,0.8494797315565096,7,17,0.0011333333333333334,9606,Homo sapiens,"17754;17336;17898","","R-HSA-2466710;R-HSA-2471670;R-HSA-2466861;R-HSA-2466828;R-HSA-2466764;R-HSA-2466846;R-HSA-2453818"
R-HSA-9675143,"Diseases of the neuronal system",3,31,0.001983365323096609,0.6122441087825596,0.8494797315565096,7,17,0.0011333333333333334,9606,Homo sapiens,"17754;17336;17898","","R-HSA-2466710;R-HSA-2471670;R-HSA-2466861;R-HSA-2466828;R-HSA-2466764;R-HSA-2466846;R-HSA-2453818"
R-HSA-2453864,"Retinoid cycle disease events",3,31,0.001983365323096609,0.6122441087825596,0.8494797315565096,6,16,0.0010666666666666667,9606,Homo sapiens,"17754;17336;17898","","R-HSA-2466710;R-HSA-2471670;R-HSA-2466861;R-HSA-2466764;R-HSA-2466846;R-HSA-2453818"
R-HSA-389599,"Alpha-oxidation of phytanate",3,31,0.001983365323096609,0.6122441087825596,0.8494797315565096,3,8,5.333333333333334E-4,9606,Homo sapiens,"16285;15487;16474","","R-HSA-389622;R-HSA-6809810;R-HSA-389609"
R-HSA-3301854,"Nuclear Pore Complex (NPC) Disassembly",4,42,0.002687140115163148,0.6201481218527821,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-2990880;R-HSA-2990882"
R-HSA-9772755,"Formation of WDR5-containing histone-modifying complexes",4,42,0.002687140115163148,0.6201481218527821,0.8494797315565096,12,30,0.002,9606,Homo sapiens,"2668;2700;2691;16390","","R-HSA-9676257;R-HSA-9821235;R-HSA-9821475;R-HSA-9821410;R-HSA-9828175;R-HSA-9821902;R-HSA-9821486;R-HSA-9818937;R-HSA-9821931;R-HSA-9818682;R-HSA-9818954;R-HSA-9676268"
R-HSA-1980143,"Signaling by NOTCH1",8,84,0.005374280230326296,0.6235115066393482,0.8494797315565096,18,39,0.0026,9606,Homo sapiens,"86507;16450;1387;88811;176466;89963;50613;18128","","R-HSA-157632;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1980044;R-HSA-1852623;R-HSA-1912393;R-HSA-1980074;R-HSA-1980138;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-1912385;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-9660821,"ADORA2B mediated anti-inflammatory cytokines production",5,53,0.0033909149072296864,0.6278891466060997,0.8494797315565096,6,12,8.0E-4,9606,Homo sapiens,"25858;113;88528;88522;16335","","R-HSA-9660819;R-HSA-163617;R-HSA-392129;R-HSA-9660824;R-HSA-9660829;R-HSA-9660828"
R-HSA-1614558,"Degradation of cysteine and homocysteine",5,53,0.0033909149072296864,0.6278891466060997,0.8494797315565096,8,23,0.0015333333333333334,9606,Homo sapiens,"21347;28623;30831;16208;15999;16856","","R-HSA-1614605;R-HSA-9013471;R-HSA-1614591;R-HSA-9012721;R-HSA-9012597;R-HSA-9034756;R-HSA-1655879;R-HSA-1614631"
R-HSA-6783984,"Glycine degradation",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16112;15929","","R-HSA-5694018;R-HSA-5693967;R-HSA-5693977"
R-HSA-77346,"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,3,5,3.333333333333333E-4,9606,Homo sapiens,"28493;15533","","R-HSA-77345;R-HSA-8952873;R-HSA-77340"
R-HSA-6804114,"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,6,11,7.333333333333333E-4,9606,Homo sapiens,"41941;95120","","R-HSA-6803892;R-HSA-6803875;R-HSA-6803890;R-HSA-6803871;R-HSA-6798268;R-HSA-6798282"
R-HSA-5661270,"Formation of xylulose-5-phosphate",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,3,6,4.0E-4,9606,Homo sapiens,"17140;17151","","R-HSA-5662471;R-HSA-5662466;R-HSA-5661240"
R-HSA-9690406,"Transcriptional regulation of testis differentiation",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,6,18,0.0012,9606,Homo sapiens,"15741;16104","","R-HSA-9692241;R-HSA-9693009;R-HSA-9690896;R-HSA-9692135;R-HSA-9692250;R-HSA-9690877"
R-HSA-1483148,"Synthesis of PG",2,21,0.001343570057581574,0.631172276866717,0.8494797315565096,1,5,3.333333333333333E-4,9606,Homo sapiens,"15354;17754","","R-HSA-1483142"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",3,32,0.0020473448496481127,0.6334478071717253,0.8494797315565096,26,26,0.0017333333333333333,9606,Homo sapiens,"16388;2904","","R-HSA-9022728;R-HSA-9022734;R-HSA-9017921;R-HSA-9021954;R-HSA-9020504;R-HSA-9006490;R-HSA-9022365;R-HSA-9022175;R-HSA-9022359;R-HSA-9006507;R-HSA-9005994;R-HSA-9022186;R-HSA-9020513;R-HSA-9017954;R-HSA-9005988;R-HSA-9006585;R-HSA-9021946;R-HSA-9023549;R-HSA-9021948;R-HSA-8986940;R-HSA-9006588;R-HSA-9021951;R-HSA-8986943;R-HSA-9023345;R-HSA-9023346;R-HSA-9023538"
R-HSA-264876,"Insulin processing",3,32,0.0020473448496481127,0.6334478071717253,0.8494797315565096,13,17,0.0011333333333333334,9606,Homo sapiens,"17750;28595;28645","","R-HSA-264997;R-HSA-9023178;R-HSA-265153;R-HSA-9023171;R-HSA-265160;R-HSA-9023173;R-HSA-9023163;R-HSA-9817575;R-HSA-264976;R-HSA-9023196;R-HSA-265010;R-HSA-265177;R-HSA-9023159"
R-HSA-2046105,"Linoleic acid (LA) metabolism",3,32,0.0020473448496481127,0.6334478071717253,0.8494797315565096,6,10,6.666666666666666E-4,9606,Homo sapiens,"65136;17351;16474","","R-HSA-2046095;R-HSA-2046094;R-HSA-2066782;R-HSA-2046101;R-HSA-2046083;R-HSA-2046098"
R-HSA-1660514,"Synthesis of PIPs at the Golgi membrane",3,32,0.0020473448496481127,0.6334478071717253,0.8494797315565096,5,11,7.333333333333333E-4,9606,Homo sapiens,"32398;15996;83493","","R-HSA-1676152;R-HSA-1675883;R-HSA-1675824;R-HSA-1676114;R-HSA-1676133"
R-HSA-8874081,"MET activates PTK2 signaling",3,32,0.0020473448496481127,0.6334478071717253,0.8494797315565096,1,5,3.333333333333333E-4,9606,Homo sapiens,"88458;16335;15768","","R-HSA-8874079"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",6,64,0.004094689699296225,0.6353153279735455,0.8494797315565096,7,51,0.0034,9606,Homo sapiens,"86507;17154;41941;86366;16390;15768","","R-HSA-2186643;R-HSA-9733216;R-HSA-1484099;R-HSA-2127257;R-HSA-2176475;R-HSA-9736984;R-HSA-2187325"
R-HSA-9843745,"Adipogenesis",14,147,0.009404990403071018,0.6368757621143835,0.8494797315565096,19,33,0.0022,9606,Homo sapiens,"17685;16285;16796;17351;34154;21803;86507;28364;27432;1387;15918;34496;17336;1879","","R-HSA-1183058;R-HSA-9844822;R-HSA-560491;R-HSA-560493;R-HSA-381283;R-HSA-1183003;R-HSA-9844415;R-HSA-560517;R-HSA-9844600;R-HSA-9844536;R-HSA-9844440;R-HSA-560472;R-HSA-560473;R-HSA-9844549;R-HSA-560510;R-HSA-381309;R-HSA-977271;R-HSA-560498;R-HSA-381337"
R-HSA-3232142,"SUMOylation of ubiquitinylation proteins",4,43,0.0027511196417146513,0.6383154604290877,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-5228523"
R-HSA-8941326,"RUNX2 regulates bone development",4,43,0.0027511196417146513,0.6383154604290877,0.8494797315565096,3,32,0.0021333333333333334,9606,Homo sapiens,"16330;16422;50613;17347","","R-HSA-8877918;R-HSA-8877902;R-HSA-9008389"
R-HSA-9006936,"Signaling by TGFB family members",17,178,0.011388355726167627,0.6394332608384312,0.8494797315565096,63,148,0.009866666666666666,9606,Homo sapiens,"16032;16322;16410;17154;41941;21803;16390;33070;86507;17927;35420;85057;15611;31835;86366;15367;70989;15768","","R-HSA-178178;R-HSA-201475;R-HSA-2160931;R-HSA-9839378;R-HSA-2160932;R-HSA-8858369;R-HSA-2160935;R-HSA-201476;R-HSA-9839377;R-HSA-9839390;R-HSA-4332235;R-HSA-9860125;R-HSA-9736984;R-HSA-4332236;R-HSA-9839384;R-HSA-178189;R-HSA-9839363;R-HSA-2395320;R-HSA-2187325;R-HSA-9839371;R-HSA-9839368;R-HSA-2134532;R-HSA-178218;R-HSA-173483;R-HSA-2186643;R-HSA-201648;R-HSA-2127257;R-HSA-9839405;R-HSA-9839402;R-HSA-9839401;R-HSA-2395364;R-HSA-2128994;R-HSA-2328033;R-HSA-173512;R-HSA-170835;R-HSA-177107;R-HSA-1484099;R-HSA-2134519;R-HSA-170843;R-HSA-2396029;R-HSA-170846;R-HSA-201821;R-HSA-170844;R-HSA-9860169;R-HSA-170850;R-HSA-201443;R-HSA-2395328;R-HSA-9839358;R-HSA-2127562;R-HSA-201453;R-HSA-170861;R-HSA-201457;R-HSA-1181153;R-HSA-9733216;R-HSA-170868;R-HSA-2470483;R-HSA-2169046;R-HSA-2179291;R-HSA-2176475;R-HSA-2187355;R-HSA-2169050;R-HSA-2179293;R-HSA-2187358"
R-HSA-8951430,"RUNX3 regulates WNT signaling",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,5,5,3.333333333333333E-4,9606,Homo sapiens,"12387","","R-HSA-4411367;R-HSA-8951442;R-HSA-8951443;R-HSA-8951428;R-HSA-4411357"
R-HSA-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"4208","","R-HSA-964830;R-HSA-964825;R-HSA-964737"
R-HSA-8964046,"VLDL clearance",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16113","","R-HSA-8933292;R-HSA-8854462;R-HSA-8854408"
R-HSA-111367,"SLBP independent Processing of Histone Pre-mRNAs",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"32636","","R-HSA-111437;R-HSA-111438"
R-HSA-9726840,"SHOC2 M1731 mutant abolishes MRAS complex function",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16828","","R-HSA-9660536"
R-HSA-203641,"NOSTRIN mediated eNOS trafficking",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,3,4,2.666666666666667E-4,9606,Homo sapiens,"15882","","R-HSA-203625;R-HSA-203662;R-HSA-203565"
R-HSA-8964041,"LDL remodeling",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,2,3,2.0E-4,9606,Homo sapiens,"16113","","R-HSA-266350;R-HSA-176879"
R-HSA-114516,"Disinhibition of SNARE formation",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"20912","","R-HSA-114683"
R-HSA-1296052,"Ca2+ activated K+ channels",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"16534","","R-HSA-1296035"
R-HSA-428890,"Role of ABL in ROBO-SLIT signaling",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"27389","","R-HSA-428885"
R-HSA-5336415,"Uptake and function of diphtheria toxin",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,5,3.333333333333333E-4,9606,Homo sapiens,"17154","","R-HSA-5336421"
R-HSA-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"30851","","R-HSA-5666216"
R-HSA-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",1,10,6.397952655150352E-4,0.6394627629564249,0.8494797315565096,1,9,6.0E-4,9606,Homo sapiens,"16015;28689","","R-HSA-159868"
R-HSA-9839373,"Signaling by TGFBR3",5,54,0.00345489443378119,0.6439931489178161,0.8494797315565096,13,23,0.0015333333333333334,9606,Homo sapiens,"17927;16322;31835;15611;21803;15367","","R-HSA-9839378;R-HSA-9839377;R-HSA-9839358;R-HSA-9839390;R-HSA-9860125;R-HSA-9839384;R-HSA-9839363;R-HSA-9839405;R-HSA-9839402;R-HSA-9839371;R-HSA-9839368;R-HSA-9860169;R-HSA-9839401"
R-HSA-9861718,"Regulation of pyruvate metabolism",5,54,0.00345489443378119,0.6439931489178161,0.8494797315565096,4,11,7.333333333333333E-4,9606,Homo sapiens,"16828;2710;16344;17154;183911;16856","","R-HSA-9011595;R-HSA-9861626;R-HSA-9861563;R-HSA-9863531"
R-HSA-167243,"Tat-mediated HIV elongation arrest and recovery",3,33,0.002111324376199616,0.6538306189994554,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"9150;86366;7936","","R-HSA-167090;R-HSA-167459;R-HSA-167148"
R-HSA-167238,"Pausing and recovery of Tat-mediated HIV elongation",3,33,0.002111324376199616,0.6538306189994554,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"9150;86366;7936","","R-HSA-167076;R-HSA-167150"
