Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",3,33,0.002111324376199616,0.6538306189994554,0.8494797315565096,5,7,4.6666666666666666E-4,9606,Homo sapiens,"71012;12387;16973","","R-HSA-201685;R-HSA-3601585;R-HSA-201691;R-HSA-1504186;R-HSA-201677"
R-HSA-201451,"Signaling by BMP",3,33,0.002111324376199616,0.6538306189994554,0.8494797315565096,8,17,0.0011333333333333334,9606,Homo sapiens,"16322;85057;70989","","R-HSA-201475;R-HSA-201443;R-HSA-201457;R-HSA-201648;R-HSA-8858369;R-HSA-201476;R-HSA-201821;R-HSA-201453"
R-HSA-180910,"Vpr-mediated nuclear import of PICs",4,44,0.0028150991682661546,0.6559066014142588,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-180622"
R-HSA-9696270,"RND2 GTPase cycle",4,44,0.0028150991682661546,0.6559066014142588,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"28087;15487;28833;16349","","R-HSA-9696266"
R-HSA-8948216,"Collagen chain trimerization",4,44,0.0028150991682661546,0.6559066014142588,0.8494797315565096,4,28,0.0018666666666666666,9606,Homo sapiens,"15783;88458;15765;15768","","R-HSA-8944223;R-HSA-8944225;R-HSA-8944229;R-HSA-8944214"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",2,22,0.0014075495841330773,0.6561486066514706,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"3347;17362","","R-HSA-5654167;R-HSA-5654165;R-HSA-5654149"
R-HSA-5358565,"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)",2,22,0.0014075495841330773,0.6561486066514706,0.8494797315565096,7,10,6.666666666666666E-4,9606,Homo sapiens,"17685;16467;17688","","R-HSA-5358912;R-HSA-5358597;R-HSA-5358599;R-HSA-5358518;R-HSA-5444516;R-HSA-5358525;R-HSA-5358510"
R-HSA-6798163,"Choline catabolism",2,22,0.0014075495841330773,0.6561486066514706,0.8494797315565096,5,8,5.333333333333334E-4,9606,Homo sapiens,"17750;15354","","R-HSA-6797957;R-HSA-6797956;R-HSA-6797955;R-HSA-1614654;R-HSA-6797961"
R-HSA-1614517,"Sulfide oxidation to sulfate",2,22,0.0014075495841330773,0.6561486066514706,0.8494797315565096,2,6,4.0E-4,9606,Homo sapiens,"28623;15999;16856","","R-HSA-1614605;R-HSA-1655879"
R-HSA-2046104,"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",5,55,0.0035188739603326936,0.6596535206346734,0.8494797315565096,11,25,0.0016666666666666668,9606,Homo sapiens,"27432;65136;17351;16474;15539","","R-HSA-2046095;R-HSA-2046094;R-HSA-2066782;R-HSA-2066781;R-HSA-2046090;R-HSA-2046088;R-HSA-2046101;R-HSA-2046085;R-HSA-2046100;R-HSA-2046083;R-HSA-2046098"
R-HSA-422356,"Regulation of insulin secretion",10,108,0.00690978886756238,0.6617850704157981,0.8494797315565096,19,38,0.002533333333333333,9606,Homo sapiens,"17750;16440;25858;2668;16196;32980;15355;30805;88522;42504","","R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-381644;R-HSA-381612;R-HSA-265166;R-HSA-400012;R-HSA-9728664;R-HSA-381706;R-HSA-169683;R-HSA-400023;R-HSA-169680;R-HSA-416530;R-HSA-400434;R-HSA-422320;R-HSA-399998;R-HSA-400063;R-HSA-400092;R-HSA-399995"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",12,129,0.008253358925143953,0.663344442926944,0.8494797315565096,30,79,0.005266666666666667,9606,Homo sapiens,"90000;16440;16283;17973;16827;3347;16410;87986;178081;17409;12387;19229","","R-HSA-5218830;R-HSA-5218827;R-HSA-167686;R-HSA-5218824;R-HSA-5218819;R-HSA-5218818;R-HSA-5218847;R-HSA-169683;R-HSA-169680;R-HSA-5218841;R-HSA-4420121;R-HSA-5218836;R-HSA-5218832;R-HSA-5357429;R-HSA-5218854;R-HSA-5357432;R-HSA-4420202;R-HSA-5218916;R-HSA-5218851;R-HSA-4420143;R-HSA-4420206;R-HSA-4420140;R-HSA-5218815;R-HSA-5218814;R-HSA-5218812;R-HSA-198640;R-HSA-5357477;R-HSA-5357479;R-HSA-5218806;R-HSA-5218804"
R-HSA-191273,"Cholesterol biosynthesis",7,77,0.004926423544465771,0.6688874322120704,0.8494797315565096,12,37,0.0024666666666666665,9606,Homo sapiens,"16521;16113;16057;16474;4047;17759;28834","","R-HSA-8848215;R-HSA-194674;R-HSA-196417;R-HSA-5250531;R-HSA-191366;R-HSA-191382;R-HSA-194678;R-HSA-9755937;R-HSA-191322;R-HSA-6807055;R-HSA-6807053;R-HSA-9717834"
R-HSA-165054,"Rev-mediated nuclear export of HIV RNA",4,45,0.0028790786948176585,0.6729127144400873,0.8494797315565096,2,10,6.666666666666666E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-165043;R-HSA-165047"
R-HSA-8875878,"MET promotes cell motility",4,45,0.0028790786948176585,0.6729127144400873,0.8494797315565096,2,12,8.0E-4,9606,Homo sapiens,"88458;36210;16335;15768","","R-HSA-8874079;R-HSA-8875531"
R-HSA-167287,"HIV elongation arrest and recovery",3,34,0.0021753039027511195,0.673387102912787,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"9150;86366;7936","","R-HSA-167284;R-HSA-167288;R-HSA-167481"
R-HSA-113418,"Formation of the Early Elongation Complex",3,34,0.0021753039027511195,0.673387102912787,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"88735;9150;7936","","R-HSA-113402;R-HSA-112383;R-HSA-113407"
R-HSA-167290,"Pausing and recovery of HIV elongation",3,34,0.0021753039027511195,0.673387102912787,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"9150;86366;7936","","R-HSA-167282;R-HSA-167292"
R-HSA-167158,"Formation of the HIV-1 Early Elongation Complex",3,34,0.0021753039027511195,0.673387102912787,0.8494797315565096,4,5,3.333333333333333E-4,9606,Homo sapiens,"88735;9150;7936","","R-HSA-167072;R-HSA-167478;R-HSA-167083;R-HSA-167085"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",3,34,0.0021753039027511195,0.673387102912787,0.8494797315565096,3,6,4.0E-4,9606,Homo sapiens,"25858;32980;17418","","R-HSA-451283;R-HSA-451311;R-HSA-500717"
R-HSA-190370,"FGFR1b ligand binding and activation",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17362","","R-HSA-190245;R-HSA-190427"
R-HSA-9660537,"Signaling by MRAS-complex mutants",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"16828","","R-HSA-9660538;R-HSA-9660536"
R-HSA-5652227,"Fructose biosynthesis",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17924","","R-HSA-5652195;R-HSA-5652172"
R-HSA-9726842,"Gain-of-function MRAS complexes activate RAF signaling",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16828","","R-HSA-9660538"
R-HSA-193634,"Axonal growth inhibition (RHOA activation)",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,5,6,4.0E-4,9606,Homo sapiens,"18053","","R-HSA-9012761;R-HSA-193696;R-HSA-193655;R-HSA-209573;R-HSA-193636"
R-HSA-164940,"Nef mediated downregulation of MHC class I complex cell surface expression",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,3,4,2.666666666666667E-4,9606,Homo sapiens,"28822","","R-HSA-182263;R-HSA-182279;R-HSA-182286"
R-HSA-77588,"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,3,2.0E-4,9606,Homo sapiens,"32636","","R-HSA-77585;R-HSA-77586"
R-HSA-9020933,"Interleukin-23 signaling",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,7,12,8.0E-4,9606,Homo sapiens,"16255","","R-HSA-8950364;R-HSA-8950269;R-HSA-8952749;R-HSA-8950591;R-HSA-447130;R-HSA-8952823;R-HSA-8950583"
R-HSA-3371378,"Regulation by c-FLIP",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,4,2.666666666666667E-4,9606,Homo sapiens,"1879","","R-HSA-3465448;R-HSA-3371359"
R-HSA-390696,"Adrenoceptors",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,5,12,8.0E-4,9606,Homo sapiens,"27551","","R-HSA-390674;R-HSA-9611851;R-HSA-9609310;R-HSA-9611839;R-HSA-9611852"
R-HSA-69416,"Dimerization of procaspase-8",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"1879","","R-HSA-141156"
R-HSA-9032500,"Activated NTRK2 signals through FYN",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,7,4.6666666666666666E-4,9606,Homo sapiens,"2904","","R-HSA-9032601;R-HSA-9032582"
R-HSA-8849469,"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,2,8,5.333333333333334E-4,9606,Homo sapiens,"87986","","R-HSA-8848758;R-HSA-8848751"
R-HSA-389542,"NADPH regeneration",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"16474","","R-HSA-389550"
R-HSA-425986,"Sodium/Proton exchangers",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"955","","R-HSA-426015"
R-HSA-8963676,"Intestinal absorption",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"16113","","R-HSA-265443"
R-HSA-9637628,"Modulation by Mtb of host immune system",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"17533","","R-HSA-9637605"
R-HSA-351906,"Apoptotic cleavage of cell adhesion  proteins",1,11,7.037747920665387E-4,0.6744411246807676,0.8494797315565096,1,10,6.666666666666666E-4,9606,Homo sapiens,"12387","","R-HSA-202969"
R-HSA-9725371,"Nuclear events stimulated by ALK signaling in cancer",5,56,0.003582853486884197,0.6748618837083253,0.8494797315565096,6,32,0.0021333333333333334,9606,Homo sapiens,"16388;16238;176466;15676","","R-HSA-9725030;R-HSA-9851109;R-HSA-9701810;R-HSA-9851104;R-HSA-9701903;R-HSA-9725023"
R-HSA-191859,"snRNP Assembly",6,67,0.004286628278950736,0.6779680167225005,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"17981;189726;32365;32354;17759;32636","","R-HSA-191763;R-HSA-191825;R-HSA-191830;R-HSA-191786;R-HSA-191784;R-HSA-191790"
R-HSA-194441,"Metabolism of non-coding RNA",6,67,0.004286628278950736,0.6779680167225005,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"17981;189726;32365;32354;17759;32636","","R-HSA-191763;R-HSA-191825;R-HSA-191830;R-HSA-191786;R-HSA-191784;R-HSA-191790"
R-HSA-418217,"G beta:gamma signalling through PLC beta",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"25858;32980","","R-HSA-398193;R-HSA-398040"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,13,14,9.333333333333333E-4,9606,Homo sapiens,"28320;15365","","R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839067;R-HSA-1839095;R-HSA-1839031;R-HSA-1839091;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-1839110;R-HSA-1839078;R-HSA-1839107"
R-HSA-5358508,"Mismatch Repair",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,14,17,0.0011333333333333334,9606,Homo sapiens,"17685;16467;17688","","R-HSA-5358545;R-HSA-5358513;R-HSA-5358512;R-HSA-5358519;R-HSA-5358518;R-HSA-5358619;R-HSA-5358525;R-HSA-5444511;R-HSA-5358912;R-HSA-5358597;R-HSA-5358599;R-HSA-5358919;R-HSA-5444516;R-HSA-5358510"
R-HSA-190242,"FGFR1 ligand binding and activation",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,4,7,4.6666666666666666E-4,9606,Homo sapiens,"16284;17362","","R-HSA-190256;R-HSA-5654515;R-HSA-190245;R-HSA-190427"
R-HSA-432142,"Platelet sensitization by LDL",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,5,9,6.0E-4,9606,Homo sapiens,"90000;16113","","R-HSA-432148;R-HSA-432129;R-HSA-435244;R-HSA-8948034;R-HSA-432121"
R-HSA-500657,"Presynaptic function of Kainate receptors",2,23,0.001471529110684581,0.6797524504660358,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"25858;32980","","R-HSA-500717"
R-HSA-448424,"Interleukin-17 signaling",7,78,0.0049904030710172746,0.681665985222216,0.8494797315565096,9,35,0.0023333333333333335,9606,Homo sapiens,"90000;17164;176466;16556;29073;4208;28924","","R-HSA-450292;R-HSA-450325;R-HSA-450337;R-HSA-199929;R-HSA-450333;R-HSA-450346;R-HSA-5684250;R-HSA-199917;R-HSA-5684248"
R-HSA-167200,"Formation of HIV-1 elongation complex containing HIV-1 Tat",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,5,5,3.333333333333333E-4,9606,Homo sapiens,"88735;9150;86366;7936","","R-HSA-170706;R-HSA-167234;R-HSA-170704;R-HSA-167191;R-HSA-167196"
R-HSA-9734767,"Developmental Cell Lineages",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"70997;16322;15367;50205","","R-HSA-9725621;R-HSA-9727359;R-HSA-9727354;R-HSA-9727355"
R-HSA-9725554,"Differentiation of keratinocytes in interfollicular epidermis in mammalian skin",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"70997;16322;15367;50205","","R-HSA-9725621;R-HSA-9727359;R-HSA-9727354;R-HSA-9727355"
R-HSA-159231,"Transport of Mature mRNA Derived from an Intronless Transcript",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-158441;R-HSA-77594;R-HSA-158447"
R-HSA-9035034,"RHOF GTPase cycle",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"8776;15864;17409;28865","","R-HSA-9693125"
R-HSA-168276,"NS1 Mediated Effects on Host Pathways",4,46,0.002943058221369162,0.6893282509246541,0.8494797315565096,1,6,4.0E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-1176059"
R-HSA-389661,"Glyoxylate metabolism and glycine degradation",5,57,0.0036468330134357004,0.6896120166075514,0.8494797315565096,10,20,0.0013333333333333333,9606,Homo sapiens,"16891;16112;16474;15929;16995","","R-HSA-389684;R-HSA-389862;R-HSA-6784436;R-HSA-5694018;R-HSA-6784434;R-HSA-389826;R-HSA-389842;R-HSA-389821;R-HSA-5693967;R-HSA-5693977"
R-HSA-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",5,57,0.0036468330134357004,0.6896120166075514,0.8494797315565096,9,18,0.0012,9606,Homo sapiens,"28493;18347;32063;25863;4208","","R-HSA-901036;R-HSA-901039;R-HSA-8853379;R-HSA-8850594;R-HSA-6782685;R-HSA-901024;R-HSA-532678;R-HSA-8867288;R-HSA-901074"
R-HSA-210745,"Regulation of gene expression in beta cells",3,35,0.0022392834293026233,0.6921172021678361,0.8494797315565096,5,12,8.0E-4,9606,Homo sapiens,"17750;16540;16634","","R-HSA-211346;R-HSA-211350;R-HSA-211301;R-HSA-211289;R-HSA-211272"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",3,35,0.0022392834293026233,0.6921172021678361,0.8494797315565096,8,27,0.0018,9606,Homo sapiens,"17394;17385;85253","","R-HSA-1602488;R-HSA-1604712;R-HSA-1592297;R-HSA-1602458;R-HSA-1592316;R-HSA-1592398;R-HSA-1592371;R-HSA-1602484"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",3,35,0.0022392834293026233,0.6921172021678361,0.8494797315565096,4,16,0.0010666666666666667,9606,Homo sapiens,"17164;29073;4208","","R-HSA-450292;R-HSA-450325;R-HSA-199929;R-HSA-199917"
R-HSA-167242,"Abortive elongation of HIV-1 transcript in the absence of Tat",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"9150;7936","","R-HSA-167147;R-HSA-167087"
R-HSA-9013422,"RHOBTB1 GTPase cycle",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"16509;19232","","R-HSA-9018778"
R-HSA-2022857,"Keratan sulfate degradation",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,3,7,4.6666666666666666E-4,9606,Homo sapiens,"18295;28061","","R-HSA-2046239;R-HSA-1793217;R-HSA-1630306"
R-HSA-159424,"Conjugation of carboxylic acids",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,2,6,4.0E-4,9606,Homo sapiens,"9008;30746","","R-HSA-159443;R-HSA-159574"
R-HSA-156587,"Amino Acid conjugation",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,2,6,4.0E-4,9606,Homo sapiens,"9008;30746","","R-HSA-159443;R-HSA-159574"
R-HSA-429958,"mRNA decay by 3' to 5' exoribonuclease",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,1,3,2.0E-4,9606,Homo sapiens,"28661;174634","","R-HSA-430028"
R-HSA-1237112,"Methionine salvage pathway",2,24,0.0015355086372360845,0.7020149869035568,0.8494797315565096,1,7,4.6666666666666666E-4,9606,Homo sapiens,"16708;17509","","R-HSA-1237160"
R-HSA-1483255,"PI Metabolism",10,112,0.007165706973768394,0.7043644469564356,0.8494797315565096,21,89,0.005933333333333333,9606,Homo sapiens,"17268;8776;15354;18132;32398;16870;15996;83493;34306","","R-HSA-8871366;R-HSA-1676152;R-HSA-1675994;R-HSA-1675836;R-HSA-1676124;R-HSA-6809793;R-HSA-1675824;R-HSA-6814254;R-HSA-6814766;R-HSA-6814797;R-HSA-1676114;R-HSA-6813740;R-HSA-1675988;R-HSA-8847912;R-HSA-6809975;R-HSA-1676203;R-HSA-1675883;R-HSA-6814132;R-HSA-1676133;R-HSA-6814778;R-HSA-6809944"
R-HSA-1442490,"Collagen degradation",6,69,0.004414587332053743,0.7045430262063037,0.8494797315565096,11,34,0.002266666666666667,9606,Homo sapiens,"17394;15783;17385;88458;15765;15768","","R-HSA-1454822;R-HSA-2168960;R-HSA-1564164;R-HSA-1474197;R-HSA-1474213;R-HSA-1454757;R-HSA-1564112;R-HSA-1458433;R-HSA-2473596;R-HSA-2537499;R-HSA-1564184"
R-HSA-159234,"Transport of Mature mRNAs Derived from Intronless Transcripts",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,9,9,6.0E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-77587;R-HSA-158481;R-HSA-159046;R-HSA-158484;R-HSA-159050;R-HSA-158441;R-HSA-77594;R-HSA-158447;R-HSA-111439"
R-HSA-167246,"Tat-mediated elongation of the HIV-1 transcript",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,8,8,5.333333333333334E-4,9606,Homo sapiens,"88735;9150;86366;7936","","R-HSA-170706;R-HSA-167234;R-HSA-170704;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-167181"
R-HSA-167152,"Formation of HIV elongation complex in the absence of HIV Tat",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"88735;9150;86366;7936","","R-HSA-167077;R-HSA-167084"
R-HSA-167169,"HIV Transcription Elongation",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,14,15,0.001,9606,Homo sapiens,"88735;9150;86366;7936","","R-HSA-167234;R-HSA-167072;R-HSA-167147;R-HSA-167083;R-HSA-167087;R-HSA-167181;R-HSA-167085;R-HSA-170706;R-HSA-170704;R-HSA-167478;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197"
R-HSA-202433,"Generation of second messenger molecules",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,8,17,0.0011333333333333334,9606,Homo sapiens,"17973;3347;17285;16797","","R-HSA-430183;R-HSA-202354;R-HSA-430180;R-HSA-202407;R-HSA-202245;R-HSA-430190;R-HSA-202248;R-HSA-202216"
R-HSA-5260271,"Diseases of Immune System",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,5,16,0.0010666666666666667,9606,Homo sapiens,"16750;40304;17172;16040","","R-HSA-5602353;R-HSA-9824849;R-HSA-5602672;R-HSA-5602383;R-HSA-5602606"
R-HSA-5602358,"Diseases associated with the TLR signaling cascade",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,5,16,0.0010666666666666667,9606,Homo sapiens,"16750;40304;17172;16040","","R-HSA-5602353;R-HSA-9824849;R-HSA-5602672;R-HSA-5602383;R-HSA-5602606"
R-HSA-177243,"Interactions of Rev with host cellular proteins",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,4,16,0.0010666666666666667,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-165043;R-HSA-180710;R-HSA-165047;R-HSA-180732"
R-HSA-176033,"Interactions of Vpr with host cellular proteins",4,47,0.0030070377479206652,0.7051506628282929,0.8494797315565096,1,4,2.666666666666667E-4,9606,Homo sapiens,"17981;32365;32354;17759","","R-HSA-180622"
R-HSA-9818032,"NFE2L2 regulating MDR associated enzymes",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,8,8,5.333333333333334E-4,9606,Homo sapiens,"1387","","R-HSA-9796039;R-HSA-9796065;R-HSA-9796048;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796042;R-HSA-9796074"
R-HSA-170984,"ARMS-mediated activation",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"16581","","R-HSA-169891;R-HSA-169904;R-HSA-169905;R-HSA-169895;R-HSA-9612980;R-HSA-169901"
R-HSA-193692,"Regulated proteolysis of p75NTR",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,5,5,3.333333333333333E-4,9606,Homo sapiens,"18053","","R-HSA-193682;R-HSA-193702;R-HSA-193700;R-HSA-193679;R-HSA-209532"
R-HSA-5218900,"CASP8 activity is inhibited",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"1879","","R-HSA-3465429;R-HSA-5675456"
R-HSA-193697,"p75NTR regulates axonogenesis",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,7,8,5.333333333333334E-4,9606,Homo sapiens,"18053","","R-HSA-9012761;R-HSA-193696;R-HSA-193655;R-HSA-209573;R-HSA-193636;R-HSA-193668;R-HSA-193646"
R-HSA-9020958,"Interleukin-21 signaling",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,4,5,3.333333333333333E-4,9606,Homo sapiens,"3561","","R-HSA-9006873;R-HSA-9006844;R-HSA-9006850;R-HSA-9006870"
R-HSA-176974,"Unwinding of DNA",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,2,4,2.666666666666667E-4,9606,Homo sapiens,"31967","","R-HSA-176942;R-HSA-176956"
R-HSA-379398,"Enzymatic degradation of Dopamine by monoamine oxidase",1,12,7.677543186180423E-4,0.7060278998177345,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"545959","","R-HSA-379464"
